Date,Adj Close,Close,High,Low,Open,Volume
2017-12-14,42.51772689819336,53.44465637207031,54.14122009277344,53.39694595336914,53.816795349121094,10623890
2017-12-15,42.69233322143555,53.66412353515625,53.788169860839844,53.196563720703125,53.654579162597656,23664574
2017-12-18,42.677154541015625,53.64503860473633,54.093509674072266,53.625953674316406,53.79771041870117,12151560
2017-12-19,42.68472671508789,53.654579162597656,54.02671813964844,53.44465637207031,53.64503860473633,9921521
2017-12-20,42.59364318847656,53.540077209472656,53.902671813964844,53.41603088378906,53.70228958129883,13766423
2017-12-21,42.96559524536133,54.007633209228516,54.1984748840332,53.511451721191406,53.511451721191406,10439966
2017-12-22,42.783424377441406,53.77862548828125,54.22710037231445,53.55915832519531,54.007633209228516,11890608
2017-12-26,42.76823806762695,53.75954055786133,54.007633209228516,53.6927490234375,53.902671813964844,4616754
2017-12-27,42.76823806762695,53.75954055786133,54.036258697509766,53.683204650878906,53.8072509765625,5931994
2017-12-28,42.96559524536133,54.007633209228516,54.1984748840332,53.72137451171875,53.75954055786133,6061108
2017-12-29,42.71510314941406,53.6927490234375,54.3797721862793,53.6927490234375,54.22710037231445,8841557
2018-01-02,42.677154541015625,53.64503860473633,54.15076446533203,53.48282241821289,53.99809265136719,10556504
2018-01-03,42.61641311645508,53.568702697753906,53.683204650878906,53.39694595336914,53.654579162597656,11090460
2018-01-04,43.30720138549805,54.4370231628418,54.790077209472656,53.79771041870117,53.85496139526367,15751650
2018-01-05,43.261653900146484,54.3797721862793,54.761451721191406,53.99809265136719,54.761451721191406,9955057
2018-01-08,43.01115417480469,54.064884185791016,54.627864837646484,53.91221237182617,54.58969497680664,11642546
2018-01-09,43.11742401123047,54.1984748840332,54.48473358154297,53.979007720947266,54.20801544189453,11142022
2018-01-10,43.496986389160156,54.67557144165039,54.742366790771484,53.874046325683594,53.959922790527344,9497395
2018-01-11,43.72471618652344,54.961830139160156,54.97137451171875,54.54198455810547,54.67557144165039,7447402
2018-01-12,44.52937316894531,55.97328186035156,56.11641311645508,55.238548278808594,55.29580307006836,12935569
2018-01-16,47.11792755126953,59.22710037231445,60.85877990722656,58.44465637207031,58.921756744384766,50399682
2018-01-17,47.08757400512695,59.18893051147461,59.72328186035156,59.05534362792969,59.4370231628418,22940615
2018-01-18,46.40437316894531,58.33015441894531,59.274810791015625,57.85305404663086,59.16030502319336,20861278
2018-01-19,46.518245697021484,58.47328186035156,58.66412353515625,57.86259460449219,58.66412353515625,12745671
2018-01-22,46.495460510253906,58.44465637207031,58.625953674316406,57.93893051147461,58.15839767456055,12835380
2018-01-23,46.837066650390625,58.874046325683594,59.28435134887695,58.082061767578125,58.23473358154297,11718212
2018-01-24,46.44233322143555,58.377864837646484,59.26526641845703,58.167938232421875,59.16984558105469,14129241
2018-01-25,46.53341293334961,58.492366790771484,58.568702697753906,58.15839767456055,58.492366790771484,9853610
2018-01-26,47.09516525268555,59.1984748840332,59.23664093017578,58.53053283691406,58.67366409301758,11060278
2018-01-29,46.783935546875,58.8072509765625,59.29389190673828,58.74045944213867,59.11259460449219,9198191
2018-01-30,46.040000915527344,57.872135162353516,58.44465637207031,57.671756744384766,58.0057258605957,13666654
2018-01-31,44.97724533081055,56.536258697509766,58.01526641845703,56.20228958129883,57.98664093017578,15582712
2018-02-01,45.4403076171875,57.11832046508789,57.57633590698242,56.364505767822266,56.459922790527344,14009664
2018-02-02,44.453468322753906,55.877864837646484,57.22328186035156,55.610687255859375,56.68893051147461,12852777
2018-02-05,42.813777923583984,53.816795349121094,56.25,53.26335906982422,55.60114669799805,20546774
2018-02-06,42.10022735595703,52.91984558105469,54.16984558105469,51.84160232543945,52.614505767822266,32494498
2018-02-07,42.419044494628906,53.32061004638672,54.11259460449219,52.566795349121094,52.643131256103516,14349740
2018-02-08,41.54607009887695,52.22328186035156,53.874046325683594,52.20419692993164,53.47328186035156,21871760
2018-02-09,41.65235137939453,52.356868743896484,52.872135162353516,50.91603088378906,52.624046325683594,19472364
2018-02-12,42.07744598388672,52.89122009277344,53.33015441894531,52.4427490234375,52.814884185791016,13259506
2018-02-13,41.67512893676758,52.385494232177734,52.83396911621094,52.261451721191406,52.700382232666016,17857291
2018-02-14,41.67512893676758,52.385494232177734,52.57633590698242,51.73664093017578,51.82251739501953,11996142
2018-02-15,42.50255584716797,53.42557144165039,53.42557144165039,52.318702697753906,52.89122009277344,10584695
2018-02-16,42.73027801513672,53.711830139160156,54.3797721862793,53.35877990722656,53.406490325927734,12294402
2018-02-20,41.735843658447266,52.461830139160156,53.568702697753906,52.433204650878906,53.549617767333984,14113416
2018-02-21,41.40943145751953,52.0515251159668,52.90076446533203,52.0515251159668,52.50954055786133,11244935
2018-02-22,41.42461395263672,52.07061004638672,52.54771041870117,51.92748260498047,52.09923553466797,11334958
2018-02-23,41.65235137939453,52.356868743896484,52.48091506958008,52.07061004638672,52.30915832519531,9499177
2018-02-26,42.555686950683594,53.492366790771484,53.61641311645508,52.48091506958008,52.48091506958008,12725026
2018-02-27,41.538482666015625,52.213741302490234,53.39694595336914,52.19465637207031,53.34923553466797,9734453
2018-02-28,41.15892791748047,51.73664093017578,52.643131256103516,51.72710037231445,52.538169860839844,11807606
2018-03-01,40.764190673828125,51.24045944213867,52.299617767333984,50.97328186035156,51.774810791015625,13648523
2018-03-02,41.26518630981445,51.8702278137207,51.9370231628418,50.6870231628418,51.03053283691406,9355706
2018-03-05,41.29556655883789,51.90839767456055,52.20419692993164,51.60305404663086,51.7557258605957,13743577
2018-03-06,41.21965026855469,51.8129768371582,52.20419692993164,51.35496139526367,51.9942741394043,9716951
2018-03-07,41.34870147705078,51.975189208984375,52.08015441894531,51.288169860839844,51.374046325683594,12817564
2018-03-08,41.56884002685547,52.25190734863281,52.30915832519531,51.8702278137207,52.02289962768555,7705001
2018-03-09,41.85730743408203,52.614505767822266,52.66221237182617,52.19465637207031,52.50954055786133,9240006
2018-03-12,42.024314880371094,52.82442855834961,53.55915832519531,52.709922790527344,53.17748260498047,11269039
2018-03-13,42.03190612792969,52.83396911621094,53.196563720703125,52.48091506958008,53.1870231628418,12272080
2018-03-14,41.962989807128906,52.290077209472656,52.89122009277344,51.82251739501953,52.738548278808594,11692222
2018-03-15,42.30757522583008,52.71946716308594,53.17748260498047,52.375953674316406,52.433204650878906,10560277
2018-03-16,42.62919235229492,53.1202278137207,53.29198455810547,52.5572509765625,52.66221237182617,22010620
2018-03-19,41.832801818847656,52.127864837646484,53.1297721862793,51.7557258605957,53.110687255859375,12391762
2018-03-20,41.8404655456543,52.13740539550781,52.42366409301758,51.8702278137207,52.242366790771484,8153440
2018-03-21,41.878746032714844,52.185115814208984,52.74809265136719,51.92748260498047,52.25190734863281,10489746
2018-03-22,41.44227981567383,51.64122009277344,52.461830139160156,51.55534362792969,51.7557258605957,13387990
2018-03-23,40.89860153198242,50.963741302490234,52.20419692993164,50.89694595336914,51.832061767578125,12408634
2018-03-26,41.381011962890625,51.564884185791016,51.67938995361328,50.54389190673828,51.57442855834961,10448770
2018-03-27,41.158958435058594,51.288169860839844,52.06106948852539,51.020992279052734,51.51717758178711,16956535
2018-03-28,42.185054779052734,52.566795349121094,52.80534362792969,51.54580307006836,51.57442855834961,13302788
2018-03-29,41.71028137207031,51.975189208984375,52.872135162353516,51.975189208984375,52.82442855834961,10218524
2018-04-02,40.791385650634766,50.83015441894531,52.14694595336914,50.53435134887695,51.90839767456055,14041104
2018-04-03,41.4193000793457,51.61259460449219,51.66984558105469,50.41030502319336,50.89694595336914,9688341
2018-04-04,41.763885498046875,52.04198455810547,52.185115814208984,50.95419692993164,51.020992279052734,9330030
2018-04-05,41.75623321533203,52.03244400024414,52.843509674072266,51.946563720703125,52.538169860839844,13074638
2018-04-06,40.860313415527344,50.91603088378906,52.08015441894531,50.47710037231445,51.79389190673828,13100838
2018-04-09,43.00440216064453,53.58778762817383,54.790077209472656,52.06106948852539,52.48091506958008,24352376
2018-04-10,43.25708770751953,53.902671813964844,54.18893051147461,53.47328186035156,54.08396911621094,13481891
2018-04-11,43.0350227355957,53.625953674316406,53.950382232666016,53.33015441894531,53.492366790771484,9445834
2018-04-12,43.44853591918945,54.14122009277344,54.57061004638672,53.568702697753906,54.007633209228516,12511967
2018-04-13,43.777809143066406,54.5515251159668,54.70419692993164,54.04580307006836,54.46564865112305,10536278
2018-04-16,44.91112518310547,55.963741302490234,56.536258697509766,54.5515251159668,55.124046325683594,23627998
2018-04-17,45.3858757019043,56.55534362792969,57.213741302490234,56.25954055786133,57.09923553466797,16070451
2018-04-18,45.11787414550781,56.22137451171875,56.889312744140625,55.906490325927734,56.68893051147461,11779730
2018-04-19,44.9034538269043,55.95419692993164,56.60305404663086,55.7442741394043,56.22137451171875,11041204
2018-04-20,45.048946380615234,56.135494232177734,56.55534362792969,55.97328186035156,56.16412353515625,10109951
2018-04-23,46.136314392089844,57.49045944213867,57.843509674072266,56.70801544189453,57.299617767333984,20767587
2018-04-24,46.0137825012207,57.33778762817383,58.20610809326172,57.03244400024414,57.643131256103516,13974975
2018-04-25,45.66154861450195,56.89885330200195,57.17557144165039,56.23091506958008,57.156490325927734,14057034
2018-04-26,45.49308395385742,56.68893051147461,57.33778762817383,56.402671813964844,57.08015441894531,14148105
2018-04-27,45.53902053833008,56.74618148803711,56.917938232421875,56.593509674072266,56.622135162353516,8034073
2018-04-30,45.0795783996582,56.17366409301758,57.23282241821289,56.17366409301758,56.917938232421875,13730267
2018-05-01,44.39805603027344,55.32442855834961,56.52671813964844,54.274810791015625,56.29771041870117,13756782
2018-05-02,43.877357482910156,54.67557144165039,55.343509674072266,54.40839767456055,55.038169860839844,10921837
2018-05-03,44.05348205566406,54.89503860473633,55.152671813964844,53.788169860839844,54.52289962768555,11864932
2018-05-04,44.22194290161133,55.10496139526367,55.257633209228516,54.22710037231445,54.50381851196289,9149983
2018-05-07,43.9386100769043,54.75190734863281,55.43893051147461,54.46564865112305,55.124046325683594,10513955
2018-05-08,43.46385192871094,54.16030502319336,54.790077209472656,53.683204650878906,54.742366790771484,10749546
2018-05-09,44.37508773803711,55.29580307006836,55.73473358154297,54.22710037231445,54.360687255859375,8684042
2018-05-10,44.45933151245117,55.40076446533203,56.040077209472656,55.27671813964844,55.46755599975586,8624097
2018-05-11,45.707489013671875,56.95610809326172,57.22328186035156,55.46755599975586,55.49618148803711,13344498
2018-05-14,45.6998291015625,56.946563720703125,57.328243255615234,56.70801544189453,57.03244400024414,9942062
2018-05-15,45.33226776123047,56.488548278808594,57.06106948852539,56.20228958129883,56.71755599975586,7148932
2018-05-16,45.75342559814453,57.01335906982422,57.261451721191406,56.402671813964844,56.60305404663086,8941222
2018-05-17,45.232723236083984,56.364505767822266,57.04198455810547,56.183204650878906,56.8129768371582,8222398
2018-05-18,45.286346435546875,56.431297302246094,56.73664093017578,54.856868743896484,56.25954055786133,10151242
2018-05-21,44.849853515625,55.88740539550781,56.60305404663086,55.71564865112305,56.46946716308594,8882219
2018-05-22,44.75797653198242,55.77289962768555,56.431297302246094,55.725189208984375,56.08778762817383,9357068
2018-05-23,45.30929946899414,56.459922790527344,56.76526641845703,55.75381851196289,55.77289962768555,10375619
2018-05-24,45.27867126464844,56.421756744384766,56.68893051147461,56.11641311645508,56.536258697509766,7261382
2018-05-25,45.248050689697266,56.38358688354492,56.73664093017578,56.14503860473633,56.431297302246094,6985339
2018-05-29,44.719669342041016,55.725189208984375,56.1927490234375,55.372135162353516,55.89694595336914,9228269
2018-05-30,45.730464935302734,56.98473358154297,57.06106948852539,55.83969497680664,55.963741302490234,11572016
2018-05-31,45.58496856689453,56.803436279296875,57.13740539550781,56.593509674072266,56.89885330200195,12786019
2018-06-01,46.37369155883789,57.786258697509766,58.024810791015625,56.889312744140625,57.14694595336914,11556925
2018-06-04,47.49168014526367,59.17938995361328,59.66603088378906,58.377864837646484,58.73091506958008,20410534
2018-06-05,47.00926208496094,58.578243255615234,59.475189208984375,58.26335906982422,59.16030502319336,13098218
2018-06-06,47.422760009765625,59.093509674072266,59.10305404663086,58.41603088378906,58.6927490234375,7912190
2018-06-07,47.468719482421875,59.15076446533203,59.1984748840332,58.6927490234375,59.16030502319336,7910933
2018-06-08,47.920509338378906,59.713741302490234,59.78053283691406,59.13167953491211,59.16984558105469,10142754
2018-06-11,47.729061126708984,59.475189208984375,59.98091506958008,59.23664093017578,59.89503860473633,7542666
2018-06-12,47.813297271728516,59.58015441894531,59.742366790771484,59.16984558105469,59.51335906982422,8308230
2018-06-13,47.92816925048828,59.72328186035156,60.07633590698242,59.4942741394043,59.70419692993164,9873732
2018-06-14,47.503746032714844,58.74045944213867,59.52289962768555,58.41603088378906,59.22710037231445,12528211
2018-06-15,47.86642837524414,59.18893051147461,59.2557258605957,58.41603088378906,58.76908493041992,17246517
2018-06-18,47.063899993896484,58.196563720703125,58.549617767333984,57.814884185791016,58.540077209472656,9990270
2018-06-19,47.094764709472656,58.23473358154297,58.50190734863281,57.85305404663086,57.872135162353516,10501589
2018-06-20,47.28767776489258,58.47328186035156,58.66412353515625,58.0057258605957,58.26335906982422,12757094
2018-06-21,47.21051788330078,58.377864837646484,58.463741302490234,58.024810791015625,58.463741302490234,9336527
2018-06-22,47.43429946899414,58.654579162597656,59.08396911621094,58.41603088378906,58.47328186035156,12885998
2018-06-25,47.13335418701172,58.28244400024414,58.79771041870117,57.86259460449219,58.597328186035156,11057238
2018-06-26,46.85554122924805,57.93893051147461,58.225189208984375,57.83396911621094,58.04389190673828,12571913
2018-06-27,46.207340240478516,57.13740539550781,58.28244400024414,57.06106948852539,57.91984558105469,10948770
